,Text,Questions,Answers
358,"Cyprus (i/ˈsaɪprəs/; Greek: Κύπρος IPA: [ˈcipros]; Turkish: Kıbrıs IPA: [ˈkɯbɾɯs]), officially the Republic of Cyprus (Greek: Κυπριακή Δημοκρατία; Turkish: Kıbrıs Cumhuriyeti), is an island country in the Eastern Mediterranean Sea, off the coasts of Syria and Turkey.[e] Cyprus is the third largest and third most populous island in the Mediterranean, and a member state of the European Union. It is located south of Turkey, west of Syria and Lebanon, northwest of Israel and Palestine, north of Egypt and east of Greece.","['What is the official name of Cypus?', 'Where is Cyprus located?', 'What countries are nearby Cyprus?', ""What is Cyprus' affiliation with the European Union?"", 'Is Cyprus an island country or land-locked country? ', 'What does Cyprus rank in terms of size in the Mediterranean? ', 'Which country is north of Cyprus?']","[[{'text': 'Republic of Cyprus', 'answer_start': 99}], [{'text': 'Eastern Mediterranean Sea', 'answer_start': 205}], [{'text': 'Syria and Turkey', 'answer_start': 250}], [{'text': 'member state', 'answer_start': 358}], [{'text': 'island country', 'answer_start': 183}], [{'text': 'third largest', 'answer_start': 285}], [{'text': 'Turkey', 'answer_start': 417}]]"
359,"In a career spanning more than four decades, Spielberg's films have covered many themes and genres. Spielberg's early science-fiction and adventure films were seen as archetypes of modern Hollywood blockbuster filmmaking. In later years, his films began addressing humanistic issues such as the Holocaust (in Schindler's List), the transatlantic slave trade (in Amistad), war (in Empire of the Sun, Saving Private Ryan, War Horse and Bridge of Spies) and terrorism (in Munich). His other films include Close Encounters of the Third Kind, the Indiana Jones film series, and A.I. Artificial Intelligence.","[""What issue did Spielberg address in his movie Schindler's List?"", 'What issue did Spielberg address in his movie Amistad?', 'What issue did Spielberg address in his movie Munich?', 'How long has Steven Spielberg had his career so far?', 'In what film did Spielberg address humanistic issues?', 'In what film did Spielberg cover the slave trade?', 'In what films did Spielberg address war?', 'In what film did Spielberg address terrorism?', 'What type of films did Spielberg find early success with?', ""What is Spielberg's most critically acclaimed film?"", ""What film of Spielberg's was his first to address humanistic issues?"", ""What was Spielberg's first adventure film?"", ""What was Spielberg's first science-fiction movie?""]","[[{'text': 'the Holocaust', 'answer_start': 291}], [{'text': 'the transatlantic slave trade', 'answer_start': 328}], [{'text': 'terrorism', 'answer_start': 455}], [{'text': 'more than four decades', 'answer_start': 21}], [{'text': ""Schindler's List"", 'answer_start': 309}], [{'text': 'Amistad', 'answer_start': 362}], [{'text': 'Empire of the Sun, Saving Private Ryan, War Horse and Bridge of Spies', 'answer_start': 380}], [{'text': 'Munich', 'answer_start': 469}], [{'text': 'y science-fiction and adventure', 'answer_start': 116}], [], [], [], []]"
360,"Starting in the coal mines, by the mid-19th century elevators were operated with steam power and were used for moving goods in bulk in mines and factories. These steam driven devices were soon being applied to a diverse set of purposes - in 1823, two architects working in London, Burton and Hormer, built and operated a novel tourist attraction, which they called the ""ascending room"". It elevated paying customers to a considerable height in the center of London, allowing them a magnificent panoramic view of downtown.","['For which industry were elevators first used?', 'In the mid 1800s what were elevators fueled by?', 'What were elevators originally built for?', 'Who built the ""ascending room"", in 1823?', 'The ""ascending room"" gave customers a view of what city\'s downtown?']","[[{'text': 'coal mines', 'answer_start': 16}], [{'text': 'steam power', 'answer_start': 81}], [{'text': 'moving goods in bulk in mines and factories', 'answer_start': 111}], [{'text': 'Burton and Hormer', 'answer_start': 281}], [{'text': 'London', 'answer_start': 458}]]"
361,"Neptune is the eighth and farthest known planet from the Sun in the Solar System. It is the fourth-largest planet by diameter and the third-largest by mass. Among the giant planets in the Solar System, Neptune is the most dense. Neptune is 17 times the mass of Earth and is slightly more massive than its near-twin Uranus, which is 15 times the mass of Earth and slightly larger than Neptune.[c] Neptune orbits the Sun once every 164.8 years at an average distance of 30.1 astronomical units (4.50×109 km). Named after the Roman god of the sea, its astronomical symbol is ♆, a stylised version of the god Neptune's trident.","[""What planet is Neptune's near-twin? "", 'How much more dense is Neptune compared to Earth?', 'What is Neptune named after?', 'What does the astronomical sign of Neptune represent?', 'How many Earth years does Neptune orbit the sun? ', 'What is the third largest planet by diameter', 'What is the eighth planet from the earth?', 'What is neptune the least dense of?', 'What is neptune 17 times smaller than?', 'What Greek god was neptune named for?', ""What planet is Neptune's opposite?"", ' How much lighter is Neptune compared to Earth?', ' What does the astronomical sign of Uranus represent?']","[[{'text': 'Uranus', 'answer_start': 315}], [{'text': '17 times', 'answer_start': 240}], [{'text': 'Roman god of the sea', 'answer_start': 523}], [{'text': ""god Neptune's trident"", 'answer_start': 601}], [{'text': '164.8 years', 'answer_start': 430}], [], [], [], [], [], [], [], []]"
362,"A railway electrification system supplies electric power to railway trains and trams without an on-board prime mover or local fuel supply. Electrification has many advantages but requires significant capital expenditure. Selection of an electrification system is based on economics of energy supply, maintenance, and capital cost compared to the revenue obtained for freight and passenger traffic. Different systems are used for urban and intercity areas; some electric locomotives can switch to different supply voltages to allow flexibility in operation.","['What is of the factors the capital cost of electrification system depends on?', 'How do some locomotives function in order to be more flexible in operation?', 'What is the main disadvantage of railway electrification?', 'What are two types of revenue obtained through railway transportation?', 'What system supplies nuclear power to railway trains?', 'What requires insignificant capital expenditure?', 'The same systems are used for both urban and intercity what?', 'All electric locomotives can switch to different supply voltages to allow for what?', 'A railway electrification system supplies power to trains and trams with an on-board what?']","[[{'text': 'maintenance', 'answer_start': 300}], [{'text': 'can switch to different supply voltages', 'answer_start': 482}], [{'text': 'significant capital expenditure', 'answer_start': 188}], [{'text': 'freight and passenger traffic', 'answer_start': 367}], [], [], [], [], []]"
363,"The Spanish language is the second most spoken language in the United States. There are 45 million Hispanophones who speak Spanish as a first or second language in the United States, as well as six million Spanish language students. Together, this makes the United States of America the second largest Hispanophone country in the world after Mexico, and with the United States having more Spanish-speakers than Colombia and Spain (but fewer first language speakers). Spanish is the Romance language and the Indo-European language with the largest number of native speakers in the world. Roughly half of all American Spanish-speakers also speak English ""very well,"" based on their self-assessment in the U.S. Census.","['How many people speak Spanish as a first or second language in the United States?', 'How many Hispanics speak English too?', 'What other language is often spoken in the United states?', 'What type of language id Spanish?', 'How many Spanish speaking students are there in the United States?', '45 million people speak Spanish as a first or second language in what country? ', 'What country is the second-largest Hispanophone country in the world? ', 'What type of language is Spanish? ', 'Half of all Spanish speakers also speak what very well?', 'Spanish has the largest number of native speakers in which branch of language?', 'How many Spanish speaking students are there in Spain?', 'What is the first American language?', 'What is the second most spoken language in Columbia?', 'What country has more first language Spanish-speakers than Mexico?', 'How many Hispanophones speak Spanish in Mexico?']","[[{'text': 'There are 45 million Hispanophones who speak Spanish as a first or second language in the United States,', 'answer_start': 78}], [{'text': 'Roughly half of all American Spanish-speakers also speak English ""very well,"" based on their self-assessment in the U.S. Census.', 'answer_start': 587}], [{'text': 'The Spanish language is the second most spoken language in the United States.', 'answer_start': 0}], [{'text': 'Spanish is the Romance language and the Indo-European language with the largest number of native speakers in the world.', 'answer_start': 467}], [{'text': 'six million Spanish language students.', 'answer_start': 194}], [], [], [], [], [], [], [], [], [], []]"
364,"Charleston is the oldest and second-largest city in the U.S. state of South Carolina, the county seat of Charleston County, and the principal city in the Charleston–North Charleston–Summerville Metropolitan Statistical Area. The city lies just south of the geographical midpoint of South Carolina's coastline and is located on Charleston Harbor, an inlet of the Atlantic Ocean formed by the confluence of the Ashley and Cooper Rivers, or, as is locally expressed, ""where the Cooper and Ashley Rivers come together to form the Atlantic Ocean.""","['What is the oldest city in South Carolina?', 'What county is Charleston, South Carolina located in?', 'Charleston is located on what harbor?', 'Charleston Harbor is an inlet of what ocean?', 'What river mergers with the Cooper River to form Charleston Harbor?', 'What county is Charleston located in?', 'Charleston Harbor is formed on what ocean?', 'What river merges with the Ashley River to from the Charleston Harbor?', 'What is the newest city in South Carolina?', 'What county is Charleston, North Carolina located in?', ""Charleston isn't located on what harbor?"", 'Charleston Harbor is an outlet of what ocean?', 'What river mergers with the Cooper River to form Charleston Bay?']","[[{'text': 'Charleston', 'answer_start': 0}], [{'text': 'Charleston County', 'answer_start': 105}], [{'text': 'Charleston Harbor', 'answer_start': 327}], [{'text': 'Atlantic Ocean', 'answer_start': 362}], [{'text': 'Ashley Rivers', 'answer_start': 486}], [{'text': 'Charleston County', 'answer_start': 105}], [{'text': 'Atlantic Ocean', 'answer_start': 362}], [{'text': 'Cooper Rivers', 'answer_start': 420}], [], [], [], [], []]"
365,"Between 7 September 1940 and 21 May 1941, 16 British cities suffered aerial raids with at least 100 long tons of high explosives. Over a period of 267 days, London was attacked 71 times, Birmingham, Liverpool and Plymouth eight times, Bristol six, Glasgow five, Southampton four, Portsmouth and Hull three and a minimum of one large raid on eight other cities. This was a result of a rapid escalation starting on 24 August 1940, when night bombers aiming for RAF airfields drifted off course and accidentally destroyed several London homes, killing civilians, combined with the UK Prime Minister Winston Churchill's retaliatory bombing of Berlin on the following night.[clarification needed]","['What was the beginning date of the aerial raids on Great Britain?', 'How many days did the aerial raids on Great Britain last?', 'How many times was London attacked?', 'Who was the UK Prime Minster at the time of the aerial raids?', 'What city did Winston Churchill bomb in retaliation for the killing of civilians? ']","[[{'text': '7 September 1940', 'answer_start': 8}], [{'text': '267 days', 'answer_start': 147}], [{'text': '71 times', 'answer_start': 177}], [{'text': 'Winston Churchill', 'answer_start': 596}], [{'text': 'Berlin', 'answer_start': 639}]]"
366,"The Endangered Species Act of 1973 (ESA; 16 U.S.C. § 1531 et seq.) is one of the few dozens of United States environmental laws passed in the 1970s, and serves as the enacting legislation to carry out the provisions outlined in The Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). The ESA was signed into law by President Richard Nixon on December 28, 1973, it was designed to protect critically imperiled species from extinction as a ""consequence of economic growth and development untempered by adequate concern and conservation."" The U.S. Supreme Court found that ""the plain intent of Congress in enacting"" the ESA ""was to halt and reverse the trend toward species extinction, whatever the cost."" The Act is administered by two federal agencies, the United States Fish and Wildlife Service (FWS) and the National Oceanic and Atmospheric Administration (NOAA).","['In what year did the Endangered Species Act become law?', 'Which president signed the Act into law?', 'Which two federal agencies administer the Act?', 'On what day was the Endangered Species Act signed?', 'What did the Supreme Court cite as the intent of Congress in enacting the Endangered Species Act?', 'When was CITES created?', 'What did the Supreme Court sign into law in the 1970s?', 'Who is the President of the FWS?', 'What day did the Supreme Court rule on ESA?', 'Who ruled on which agencies would administer the act?']","[[{'text': '1973', 'answer_start': 30}], [{'text': 'Richard Nixon', 'answer_start': 362}], [{'text': 'the United States Fish and Wildlife Service (FWS) and the National Oceanic and Atmospheric Administration (NOAA)', 'answer_start': 789}], [{'text': 'December 28', 'answer_start': 379}], [{'text': 'to halt and reverse the trend toward species extinction, whatever the cost', 'answer_start': 663}], [], [], [], [], []]"
367,"Vacuum is space void of matter. The word stems from the Latin adjective vacuus for ""vacant"" or ""void"". An approximation to such vacuum is a region with a gaseous pressure much less than atmospheric pressure. Physicists often discuss ideal test results that would occur in a perfect vacuum, which they sometimes simply call ""vacuum"" or free space, and use the term partial vacuum to refer to an actual imperfect vacuum as one might have in a laboratory or in space. In engineering and applied physics on the other hand, vacuum refers to any space in which the pressure is lower than atmospheric pressure. The Latin term in vacuo is used to describe an object as being in what would otherwise be a vacuum.","['The word Vacuum stems from what Latin adjective?', 'What does the term used by Physicists, partial vacuum, refer to?', 'What is a vacuum?', 'What type of pressure is less than atmospheric pressure in a vacuum?', 'What Latin term is used to describe an object in a vacuum?', 'What Latin adjective does atmospheric pressure come from?', 'What is the definition of atmospheric pressure?', 'What do physicists often discuss will occur in a certain atmospheric pressure?', 'What does the term partial atmospheric pressure refer to?', 'What latin term is used to describe an object under atmospheric pressure?']","[[{'text': 'vacuus', 'answer_start': 72}], [{'text': 'imperfect vacuum', 'answer_start': 401}], [{'text': 'space void of matter', 'answer_start': 10}], [{'text': 'gaseous', 'answer_start': 154}], [{'text': 'in vacuo', 'answer_start': 619}], [], [], [], [], []]"
368,"The Han dynasty (Chinese: 漢朝; pinyin: Hàn cháo) was the second imperial dynasty of China, preceded by the Qin dynasty (221–207 BC) and succeeded by the Three Kingdoms period (220–280 AD). Spanning over four centuries, the Han period is considered a golden age in Chinese history. To this day, China's majority ethnic group refers to itself as the ""Han people"" and the Chinese script is referred to as ""Han characters"". It was founded by the rebel leader Liu Bang, known posthumously as Emperor Gaozu of Han, and briefly interrupted by the Xin dynasty (9–23 AD) of the former regent Wang Mang. This interregnum separates the Han dynasty into two periods: the Western Han or Former Han (206 BC – 9 AD) and the Eastern Han or Later Han (25–220 AD).","['What period followed the Han dynasty?', 'What dynasty came before the Han dynasty?', 'Who founded the Han dynasty?', 'When did the Former Han period begin?', 'When did the Later Han period end?']","[[{'text': 'Three Kingdoms', 'answer_start': 152}], [{'text': 'Qin', 'answer_start': 106}], [{'text': 'Liu Bang', 'answer_start': 454}], [{'text': '206 BC', 'answer_start': 685}], [{'text': '220 AD', 'answer_start': 737}]]"
369,"Muslims believe the Quran was verbally revealed by God to Muhammad through the angel Gabriel (Jibril), gradually over a period of approximately 23 years, beginning on 22 December 609 CE, when Muhammad was 40, and concluding in 632, the year of his death. Muslims regard the Quran as the most important miracle of Muhammad, a proof of his prophethood, and the culmination of a series of divine messages that started with the messages revealed to Adam and ended with Muhammad. The word ""Quran"" occurs some 70 times in the text of the Quran, although different names and words are also said to be references to the Quran.","['Which angel is believed to have communicated the Quran to Muhammad?', 'On which date did Muhammad begin receiving the Quran?', 'In which year CE did Muhammad die?', 'What is the Arabic variant of Gabriel?', 'How many times is the word ""Quran"" used in the Quran?', 'Which devil is believed to have communicated the Quran to Muhammad?', 'On which date did Muhammad stop receiving the Quran?', 'In which year CE did Muhammad get sick?', 'What is the Jewish variant of Gabriel?', 'How many times isn\'t the word ""Quran"" used in the Quran?']","[[{'text': 'Gabriel', 'answer_start': 85}], [{'text': '22 December 609 CE', 'answer_start': 167}], [{'text': '632', 'answer_start': 227}], [{'text': 'Jibril', 'answer_start': 94}], [{'text': '70', 'answer_start': 504}], [], [], [], [], []]"
370,"From 1989 through 1996, the total area of the US was listed as 9,372,610 km2 (3,618,780 sq mi) (land + inland water only). The listed total area changed to 9,629,091 km2 (3,717,813 sq mi) in 1997 (Great Lakes area and coastal waters added), to 9,631,418 km2 (3,718,711 sq mi) in 2004, to 9,631,420 km2 (3,718,710 sq mi) in 2006, and to 9,826,630 km2 (3,794,080 sq mi) in 2007 (territorial waters added). Currently, the CIA World Factbook gives 9,826,675 km2 (3,794,100 sq mi), the United Nations Statistics Division gives 9,629,091 km2 (3,717,813 sq mi), and the Encyclopædia Britannica gives 9,522,055 km2 (3,676,486 sq mi)(Great Lakes area included but not coastal waters). These source consider only the 50 states and the Federal District, and exclude overseas territories.","['During the period from 1989 - 1996, what was the total are of the US in miles?', 'According to the CIA World Factbook, what is the total area of the US in miles?', 'According to the Encyclopedia Britannica, what is the total area of the US in miles?', 'The total square miles of land only in the United States was 9,372,610 km² during what time period?', 'Currently the World encyclopedia mileage of the United States is what?', 'What encyclopedia includes both the Great Lakes and coastal waters in the United States square mileage?', 'These sources consider overseas territories all fifty states and what?']","[[{'text': '3,618,780 sq mi', 'answer_start': 78}], [{'text': '3,794,100 sq mi', 'answer_start': 459}], [{'text': '3,676,486 sq mi', 'answer_start': 608}], [], [], [], []]"
371,"Compact Disc (CD) is a digital optical disc data storage format. The format was originally developed to store and play only sound recordings but was later adapted for storage of data (CD-ROM). Several other formats were further derived from these, including write-once audio and data storage (CD-R), rewritable media (CD-RW), Video Compact Disc (VCD), Super Video Compact Disc (SVCD), Photo CD, PictureCD, CD-i, and Enhanced Music CD. Audio CDs and audio CD players have been commercially available since October 1982.","['When did Audio CDs become available for purchase?', 'What does CD stand for?', ""What were CD's originally created to store?"", 'What does SVCD stand for?', 'In what year were compact discs realesed for purchase?', 'What was the original intended format for CDs?', 'What year were CDs changed so that they could store data?', 'What does ROM in CD-ROM stand for?', 'Which was released first; CD-R or CD-RW?', 'Who created the CD?', 'What does CD-i stand for?']","[[{'text': '1982', 'answer_start': 513}], [{'text': 'Compact Disc', 'answer_start': 0}], [{'text': 'sound recordings', 'answer_start': 124}], [{'text': 'Super Video Compact Disc', 'answer_start': 352}], [{'text': '1982', 'answer_start': 513}], [{'text': 'data storage', 'answer_start': 44}], [], [], [], [], []]"
372,"A transistor is a semiconductor device used to amplify or switch electronic signals and electrical power. It is composed of semiconductor material with at least three terminals for connection to an external circuit. A voltage or current applied to one pair of the transistor's terminals changes the current through another pair of terminals. Because the controlled (output) power can be higher than the controlling (input) power, a transistor can amplify a signal. Today, some transistors are packaged individually, but many more are found embedded in integrated circuits.","['What is the use of a transistor?', 'What is a transistor made of?', 'What is the minimum amount of external connection terminals to call an item a transistor?', 'Why does a transistor increase a signal?', 'Where are most transistors found?', 'What is an integrated circuit used for?', 'Where are most semiconductor devices found?', 'What are integrated circuits made of?', 'How many transistors are embedded in most integrated circuits?', 'What controls how strong a signal is?']","[[{'text': 'to amplify or switch electronic signals and electrical power', 'answer_start': 44}], [{'text': 'semiconductor material', 'answer_start': 124}], [{'text': 'three', 'answer_start': 161}], [{'text': 'the controlled (output) power can be higher than the controlling (input) power', 'answer_start': 350}], [{'text': 'embedded in integrated circuits', 'answer_start': 540}], [], [], [], [], []]"
373,"In the Pre-Modern era, many people's sense of self and purpose was often expressed via a faith in some form of deity, be that in a single God or in many gods. Pre-modern cultures have not been thought of creating a sense of distinct individuality, though. Religious officials, who often held positions of power, were the spiritual intermediaries to the common person. It was only through these intermediaries that the general masses had access to the divine. Tradition was sacred to ancient cultures and was unchanging and the social order of ceremony and morals in a culture could be strictly enforced.","['What did many people in the Pre-Modern era express their faith through?', 'What were Religious officials perceived as in the Pre-Modern era?', 'Through whom did the general masses have access to the divine?', 'What belief did ancient cultures consider sacred?', 'How were the moral standards of ancient cultures enforced?', 'Peoples sense of worth was expressed through what in the Pre-modern era?', 'Who were spiritual intermediates? ', 'Through who did the masses have access to the divine?', 'What belief was considered sacred by ancient civilizations?', 'What did social order mandate be strictly enforced?']","[[{'text': 'via a faith in some form of deity', 'answer_start': 83}], [{'text': 'spiritual intermediaries', 'answer_start': 321}], [{'text': 'Religious officials', 'answer_start': 256}], [{'text': 'Tradition', 'answer_start': 459}], [{'text': 'strictly', 'answer_start': 585}], [{'text': 'via a faith in some form of deity', 'answer_start': 83}], [{'text': 'Religious officials', 'answer_start': 256}], [{'text': 'spiritual intermediaries', 'answer_start': 321}], [{'text': 'Tradition', 'answer_start': 459}], [{'text': 'ceremony and morals', 'answer_start': 543}]]"
374,"The phrase ""51st state"" can be used in a positive sense, meaning that a region or territory is so aligned, supportive, and conducive with the United States, that it is like a U.S. state. It can also be used in a pejorative sense, meaning an area or region is perceived to be under excessive American cultural or military influence or control. In various countries around the world, people who believe their local or national culture has become too Americanized sometimes use the term ""51st state"" in reference to their own countries.","['What types of control are considered when labeling a country with the perjorative ""51st state"" label?', 'Sometimes, when a country refers to themselves as the 51st state, what has happened to their culture?', 'What reasoning would cause a country to be referred to as the ""51st state"" in a positive way?', 'What is a positive connotation of the label ""51st state""?', 'What is a reason for one negative connotation of the term?', 'If a country refers to themselves as the ""51st state"" after cultural changes, what can we assume has changed?', 'What types of control are considered when labeling a country with the pejorative ""American"" label?', 'Sometimes, when a city refers to themselves as the ""51st state"" what has happened to their culture?', 'What reasoning would cause a country to be referred to as the ""American state"" in a positive way?', 'What is a positive connotation of the label ""American state""?', 'What is a reason for one negative connotation of ""American state""?']","[[{'text': 'excessive American cultural or military influence or control', 'answer_start': 281}], [{'text': 'their local or national culture has become too Americanized', 'answer_start': 401}], [{'text': 'a region or territory is so aligned, supportive, and conducive with the United States, that it is like a U.S. state', 'answer_start': 70}], [{'text': 'a region or territory is so aligned, supportive, and conducive with the United States', 'answer_start': 70}], [{'text': 'an area or region is perceived to be under excessive American cultural or military influence or control', 'answer_start': 238}], [{'text': 'their local or national culture has become too Americanized', 'answer_start': 401}], [], [], [], [], []]"
375,"An antenna (plural antennae or antennas), or aerial, is an electrical device which converts electric power into radio waves, and vice versa. It is usually used with a radio transmitter or radio receiver. In transmission, a radio transmitter supplies an electric current oscillating at radio frequency (i.e. a high frequency alternating current (AC)) to the antenna's terminals, and the antenna radiates the energy from the current as electromagnetic waves (radio waves). In reception, an antenna intercepts some of the power of an electromagnetic wave in order to produce a tiny voltage at its terminals, that is applied to a receiver to be amplified.","['What device is able to change electric powerinto radio waves and also do the reverse?', 'What device is often used in conjuntion with the antenna?', 'What process associated with antennas produces a high frequency alternating current?', 'What else can radio waves be called?', 'When does an antenna catch electromagnetic waves?']","[[{'text': 'An antenna', 'answer_start': 0}], [{'text': 'radio transmitter or radio receiver', 'answer_start': 167}], [{'text': 'transmission', 'answer_start': 207}], [{'text': 'electromagnetic waves', 'answer_start': 434}], [{'text': 'reception', 'answer_start': 474}]]"
376,"The flowering plants (angiosperms), also known as Angiospermae or Magnoliophyta, are the most diverse group of land plants, with about 350,000 species. Like gymnosperms, angiosperms are seed-producing plants; they are distinguished from gymnosperms by characteristics including flowers, endosperm within the seeds, and the production of fruits that contain the seeds. Etymologically, angiosperm means a plant that produces seeds within an enclosure, in other words, a fruiting plant. The term ""angiosperm"" comes from the Greek composite word (angeion-, ""case"" or ""casing"", and sperma, ""seed"") meaning ""enclosed seeds"", after the enclosed condition of the seeds.","['What are the most diverse group of land plants?', 'How many species of flowering plants are there about?', 'What do angiosperms have in common with gymnosperms?', 'What does an angiosperm produce its seeds within?', 'What is the Greek word for ""case"" or ""casing""?', 'Where does the term gymnosperm originate?', 'What are gymnosperms known as?', 'What do angeion have in common with angiosperms?', 'How is production of fruits distinguished from a fruiting plant?', 'What does gymnosperm mean etymologically?']","[[{'text': 'angiosperms', 'answer_start': 22}], [{'text': '350,000', 'answer_start': 135}], [{'text': 'seed-producing plants', 'answer_start': 186}], [{'text': 'an enclosure', 'answer_start': 436}], [{'text': 'angeion', 'answer_start': 543}], [], [], [], [], []]"
377,"Hyderabad (i/ˈhaɪdərəˌbæd/ HY-dər-ə-bad; often /ˈhaɪdrəˌbæd/) is the capital of the southern Indian state of Telangana and de jure capital of Andhra Pradesh.[A] Occupying 650 square kilometres (250 sq mi) along the banks of the Musi River, it has a population of about 6.7 million and a metropolitan population of about 7.75 million, making it the fourth most populous city and sixth most populous urban agglomeration in India. At an average altitude of 542 metres (1,778 ft), much of Hyderabad is situated on hilly terrain around artificial lakes, including Hussain Sagar—predating the city's founding—north of the city centre.","['Which city is the capital of Telangana?', 'How many square miles does Hyderabad cover?', 'What river is Hyderabad next to?', 'What is the population of Hyderabad?', 'At what altitude is Hyderabad, in meters?']","[[{'text': 'Hyderabad (i/ˈhaɪdərəˌbæd/ HY-dər-ə-bad; often /ˈhaɪdrəˌbæd/) is the capital of the southern Indian state of Telangana', 'answer_start': 0}], [{'text': '250 sq mi', 'answer_start': 194}], [{'text': 'the Musi River', 'answer_start': 224}], [{'text': 'about 6.7 million', 'answer_start': 263}], [{'text': 'an average altitude of 542 metres', 'answer_start': 431}]]"
378,"Santa Monica is a beachfront city in western Los Angeles County, California, United States. The city is named after the Christian saint, Monica. Situated on Santa Monica Bay, it is bordered on three sides by the city of Los Angeles – Pacific Palisades to the north, Brentwood on the northeast, Sawtelle on the east, Mar Vista on the southeast, and Venice on the south. Santa Monica is well known for its affluent single-family neighborhoods but also has many neighborhoods consisting primarily of condominiums and apartments. Over two-thirds of Santa Monica's residents are renters. The Census Bureau population for Santa Monica in 2010 was 89,736.","['What type of city is Santa Monica?', 'What part of Los Angeles County is it located in?', 'What is Santa Monica named after?', 'Approximately how many residents of Santa Monica rent their property?', 'What was the population in 2010 according to the Census Bureau?', 'How many renters are there in Santa Monica?', 'What lies to the west of Santa Monica?', 'How many condominiums are there in Santa Monica?', ""What's the population of Brentwood?"", 'What type of city is Pacific Palisades?']","[[{'text': 'beachfront', 'answer_start': 18}], [{'text': 'western', 'answer_start': 37}], [{'text': 'Christian saint, Monica', 'answer_start': 120}], [{'text': 'two-thirds', 'answer_start': 531}], [{'text': '89,736', 'answer_start': 641}], [], [], [], [], []]"
379,"Washington University in St. Louis (Wash. U., or WUSTL) is a private research university located in St. Louis, Missouri, United States. Founded in 1853, and named after George Washington, the university has students and faculty from all 50 U.S. states and more than 120 countries. Twenty-five Nobel laureates have been affiliated with Washington University, nine having done the major part of their pioneering research at the university. Washington University's undergraduate program is ranked 15th by U.S. News and World Report. The university is ranked 32nd in the world by the Academic Ranking of World Universities.","['When was Washington University founded?', 'How many Nobel laureates have been affiliated with Washington University?', 'Where is Washington University ranked among Academic Ranking of World Universities?', 'For whom is Washington University named?  ', 'How many different countries comprise the makeup of faculty and students of Washington University?', 'What undergraduate program is ranked first in the United States?', 'In what was U.S. News and World Report first published?', 'In what year did the first Nobel laureate graduate from Washington University?', 'Which university is ranked 1st in the world by the Academic Ranking of World Universities?', 'In what year did the first international student at Washington University?']","[[{'text': '1853', 'answer_start': 147}], [{'text': 'Twenty-five', 'answer_start': 281}], [{'text': '32nd', 'answer_start': 555}], [{'text': 'George Washington', 'answer_start': 169}], [{'text': '120', 'answer_start': 266}], [], [], [], [], []]"
380,"Unlike the Federal Bureau of Investigation (FBI), which is a domestic security service, CIA has no law enforcement function and is mainly focused on overseas intelligence gathering, with only limited domestic collection. Though it is not the only U.S. government agency specializing in HUMINT, CIA serves as the national manager for coordination and deconfliction of HUMINT activities across the entire intelligence community. Moreover, CIA is the only agency authorized by law to carry out and oversee covert action on behalf of the President, unless the President determines that another agency is better suited for carrying out such action. It can, for example, exert foreign political influence through its tactical divisions, such as the Special Activities Division.","[""What is the CIA's main focus?"", 'What does FBI stand for?', 'What is the only agency that is authorized to carry out action on behalf of the president?']","[[{'text': 'overseas intelligence gathering', 'answer_start': 149}], [{'text': 'Federal Bureau of Investigation', 'answer_start': 11}], [{'text': 'CIA', 'answer_start': 437}]]"
381,"Pain is a distressing feeling often caused by intense or damaging stimuli, such as stubbing a toe, burning a finger, putting alcohol on a cut, and bumping the ""funny bone"". Because it is a complex, subjective phenomenon, defining pain has been a challenge. The International Association for the Study of Pain's widely used definition states: ""Pain is an unpleasant sensory and emotional experience associated with actual or potential tissue damage, or described in terms of such damage."" In medical diagnosis, pain is a symptom.","['What type of stimuli causes pain?', 'What type of feeling is pain?', 'Why has defining pain been a challenge?', ""What organization's definition is widely used?"", 'In medical diagnosis, what is pain considered?', 'What definition does the International Association for the Pain Study use for pain?', 'What is pain in complex diagnosis?', ""What is the National Association  for the Study of Pain's definition for pain?"", 'What is an intense phenomenon? ']","[[{'text': 'intense or damaging', 'answer_start': 46}], [{'text': 'distressing', 'answer_start': 10}], [{'text': 'complex, subjective phenomenon', 'answer_start': 189}], [{'text': 'The International Association for the Study of Pain', 'answer_start': 257}], [{'text': 'a symptom', 'answer_start': 518}], [], [], [], []]"
